IPK,Sertifikasi,Sertifikasi Professional,Prestasi Nasional,Kompetisi Top 3 Nasional,Prestasi Internasional,Kompetisi Top 3 Internasional,Intern,Volunteer,Beasiswa,Nilai Bobot,Rank
3.85,2,0,1,2,0,0,5,6,Beasiswa Aperti BUMN,0.1886634127,10349
3.97,2,0,1,2,0,0,8,12,Beasiswa Aperti BUMN,0.215726718,8516
3.34,2,1,2,2,0,0,3,3,Beasiswa Aperti BUMN,0.1151713444,13616
3.05,2,1,1,1,0,0,5,12,Beasiswa Aperti BUMN,0.0948004573,13899
3.59,1,0,4,1,0,0,3,17,Beasiswa Aperti BUMN,0.1775334743,11062
3.41,1,2,2,0,0,0,8,5,Beasiswa Aperti BUMN,0.1328215984,13188
3.56,0,0,2,4,0,0,3,0,Beasiswa Aperti BUMN,0.1571324629,12185
3.95,1,2,0,0,0,0,2,17,Beasiswa Aperti BUMN,0.2112051626,8795
3.33,2,2,1,4,0,0,6,1,Beasiswa Aperti BUMN,0.1351690167,13112
3.82,0,2,1,1,0,0,8,0,Beasiswa Aperti BUMN,0.1841283865,10633
3.91,0,1,5,0,0,0,5,4,Beasiswa Aperti BUMN,0.201919441,9399
3.9,1,1,4,4,0,0,3,0,Beasiswa Aperti BUMN,0.2077647012,9011
3.17,1,0,4,3,0,0,2,11,Beasiswa Aperti BUMN,0.1252824242,13390
3.77,0,0,0,3,0,0,2,3,Beasiswa Aperti BUMN,0.1755013057,11165
3.45,2,2,4,4,0,0,5,12,Beasiswa Aperti BUMN,0.172982471,11334
3.96,0,0,2,1,0,0,1,12,Beasiswa Aperti BUMN,0.2053450453,9161
3.23,1,1,5,2,0,0,5,1,Beasiswa Aperti BUMN,0.1212799595,13481
3.05,2,0,1,2,0,0,2,3,Beasiswa Aperti BUMN,0.06821424117,14006
3.83,1,2,1,3,0,0,7,14,Beasiswa Aperti BUMN,0.207925238,8998
3.22,2,0,1,4,0,0,4,15,Beasiswa Aperti BUMN,0.1411101577,12899
3.29,1,0,4,1,0,0,3,2,Beasiswa Aperti BUMN,0.1114996904,13691
3.31,2,1,4,1,0,0,1,6,Beasiswa Aperti BUMN,0.1186221718,13539
3.23,0,0,4,0,0,0,8,16,Beasiswa Aperti BUMN,0.1419093796,12868
3.12,2,1,2,2,0,0,3,16,Beasiswa Aperti BUMN,0.1214142785,13477
3.22,2,1,5,3,0,0,3,4,Beasiswa Aperti BUMN,0.1273605022,13333
3.85,1,0,5,4,0,0,4,16,Beasiswa Aperti BUMN,0.2244825977,8030
3.43,0,1,3,0,0,0,0,10,Beasiswa Aperti BUMN,0.1333496735,13174
3.08,1,0,4,4,0,0,3,6,Beasiswa Aperti BUMN,0.1185194983,13543
3.05,0,1,0,0,0,0,2,3,Beasiswa Aperti BUMN,0.05452193495,14013
3.59,2,0,3,1,0,0,2,14,Beasiswa Aperti BUMN,0.1657004383,11748
3.65,1,2,4,1,0,0,4,14,Beasiswa Aperti BUMN,0.1823225055,10743
3.11,2,2,5,4,0,0,9,5,Beasiswa Aperti BUMN,0.1441979517,12781
3.86,2,1,2,0,0,0,0,17,Beasiswa Aperti BUMN,0.2007995438,9486
3.82,0,0,1,3,0,0,1,6,Beasiswa Aperti BUMN,0.1854075067,10565
3.91,0,2,0,1,0,0,5,11,Beasiswa Aperti BUMN,0.2008190967,9484
3.4,2,2,3,1,0,0,0,7,Beasiswa Aperti BUMN,0.1291202583,13287
3.47,0,0,1,0,0,0,4,17,Beasiswa Aperti BUMN,0.1523133893,12422
3.57,2,2,2,4,0,0,8,7,Beasiswa Aperti BUMN,0.1760397422,11137
3.39,0,2,2,2,0,0,5,14,Beasiswa Aperti BUMN,0.1484486268,12587
3.49,1,0,0,2,0,0,8,6,Beasiswa Aperti BUMN,0.1435797679,12810
3.87,1,0,0,0,0,0,1,19,Beasiswa Aperti BUMN,0.2021703183,9384
3.67,1,0,5,3,0,0,5,18,Beasiswa Aperti BUMN,0.2043494254,9219
3.87,1,1,3,3,0,0,4,19,Beasiswa Aperti BUMN,0.2213716625,8206
3.49,2,1,1,4,0,0,0,16,Beasiswa Aperti BUMN,0.16967416,11544
3.22,2,0,3,0,0,0,1,12,Beasiswa Aperti BUMN,0.1113039162,13694
3.69,1,2,4,0,0,0,4,3,Beasiswa Aperti BUMN,0.1695389798,11549
3.39,1,0,5,1,0,0,1,13,Beasiswa Aperti BUMN,0.1480627687,12600
3.07,1,2,0,2,0,0,3,8,Beasiswa Aperti BUMN,0.08786250854,13945
3.43,2,1,1,2,0,0,6,6,Beasiswa Aperti BUMN,0.1338069628,13160
3.54,1,2,5,0,0,0,1,4,Beasiswa Aperti BUMN,0.1531071504,12383
3.41,2,0,4,2,0,0,5,17,Beasiswa Aperti BUMN,0.1638905472,11833
3.5,2,0,5,0,0,0,5,13,Beasiswa Aperti BUMN,0.1631394951,11885
3.7,1,2,3,4,0,0,9,5,Beasiswa Aperti BUMN,0.1939964551,9976
3.72,2,1,1,3,0,0,1,10,Beasiswa Aperti BUMN,0.1790924033,10956
3.12,2,0,1,2,0,0,4,7,Beasiswa Aperti BUMN,0.08875187931,13938
3.77,0,2,2,4,0,0,1,3,Beasiswa Aperti BUMN,0.1876253814,10424
3.77,1,1,3,3,0,0,0,14,Beasiswa Aperti BUMN,0.1965509962,9790
3.58,2,0,2,1,0,0,4,12,Beasiswa Aperti BUMN,0.1587905487,12115
3.73,0,2,2,2,0,0,9,14,Beasiswa Aperti BUMN,0.1965268295,9793
3.84,1,2,3,0,0,0,9,9,Beasiswa Aperti BUMN,0.1991439504,9611
3.58,0,0,5,4,0,0,1,9,Beasiswa Aperti BUMN,0.179179757,10951
3.3,2,0,4,3,0,0,1,17,Beasiswa Aperti BUMN,0.1544348651,12317
3.1,0,0,1,1,0,0,2,2,Beasiswa Aperti BUMN,0.0643553865,14010
3.62,0,0,3,2,0,0,1,12,Beasiswa Aperti BUMN,0.167993834,11629
3.77,1,0,1,4,0,0,2,7,Beasiswa Aperti BUMN,0.1870273687,10459
3.67,2,1,3,0,0,0,1,17,Beasiswa Aperti BUMN,0.1809733451,10835
3.58,0,2,1,2,0,0,7,6,Beasiswa Aperti BUMN,0.1583996295,12142
3.75,1,0,5,4,0,0,8,3,Beasiswa Aperti BUMN,0.200951462,9471
3.73,1,2,1,3,0,0,0,15,Beasiswa Aperti BUMN,0.1908205472,10211
3.04,0,1,4,3,0,0,1,18,Beasiswa Aperti BUMN,0.138326472,13009
3.78,1,1,1,3,0,0,5,9,Beasiswa Aperti BUMN,0.1888530409,10337
3.34,0,1,1,1,0,0,2,14,Beasiswa Aperti BUMN,0.1285850529,13302
3.24,0,2,4,2,0,0,0,16,Beasiswa Aperti BUMN,0.1422012671,12853
3.84,2,0,3,3,0,0,7,9,Beasiswa Aperti BUMN,0.2031245856,9318
3.33,0,0,2,1,0,0,1,13,Beasiswa Aperti BUMN,0.1250356943,13398
3.99,2,0,4,2,0,0,7,17,Beasiswa Aperti BUMN,0.2324217103,7622
3.5,0,2,0,0,0,0,2,16,Beasiswa Aperti BUMN,0.1534659352,12367
3.93,2,0,1,3,0,0,1,2,Beasiswa Aperti BUMN,0.1969531182,9764
3.73,0,1,3,1,0,0,3,6,Beasiswa Aperti BUMN,0.1724769101,11370
3.89,0,2,1,3,0,0,6,15,Beasiswa Aperti BUMN,0.2152431162,8553
4,1,1,0,3,0,0,4,0,Beasiswa Aperti BUMN,0.2067728729,9066
3.29,0,0,2,1,0,0,9,9,Beasiswa Aperti BUMN,0.1249716745,13400
3.5,1,2,5,3,0,0,3,4,Beasiswa Aperti BUMN,0.1616383258,11965
3.77,2,1,0,1,0,0,8,14,Beasiswa Aperti BUMN,0.1910621985,10199
3.04,1,0,5,1,0,0,1,7,Beasiswa Aperti BUMN,0.09770493599,13873
3.16,1,0,5,3,0,0,4,12,Beasiswa Aperti BUMN,0.1366234515,13063
3.47,2,1,0,3,0,0,2,2,Beasiswa Aperti BUMN,0.1349424202,13120
3.67,2,0,1,0,0,0,1,18,Beasiswa Aperti BUMN,0.1772257035,11078
3.49,0,1,3,4,0,0,6,6,Beasiswa Aperti BUMN,0.1618667687,11953
3.65,0,0,4,2,0,0,7,18,Beasiswa Aperti BUMN,0.1955765997,9874
3.43,2,1,3,1,0,0,5,13,Beasiswa Aperti BUMN,0.1479282063,12604
3.01,0,0,2,3,0,0,2,12,Beasiswa Aperti BUMN,0.1035015822,13806
3.68,1,1,0,0,0,0,3,7,Beasiswa Aperti BUMN,0.1583573209,12145
3.27,2,0,5,3,0,0,8,6,Beasiswa Aperti BUMN,0.143315203,12816
3.82,1,1,2,4,0,0,1,9,Beasiswa Aperti BUMN,0.1983534245,9665
3.6,2,2,1,4,0,0,8,2,Beasiswa Aperti BUMN,0.1725365926,11366
3.96,1,1,3,0,0,0,1,1,Beasiswa Aperti BUMN,0.1960278034,9841
3.09,0,1,1,3,0,0,4,13,Beasiswa Aperti BUMN,0.1141063621,13641
3.43,2,2,4,1,0,0,2,16,Beasiswa Aperti BUMN,0.159420177,12082
3.61,1,2,5,0,0,0,8,3,Beasiswa Aperti BUMN,0.1703722978,11493
3.32,2,2,1,0,0,0,9,3,Beasiswa Aperti BUMN,0.1192532394,13528
3.7,2,1,4,0,0,0,1,5,Beasiswa Aperti BUMN,0.1681379587,11619
3.51,0,0,0,0,0,0,1,17,Beasiswa Aperti BUMN,0.1532039661,12376
3.28,1,2,3,0,0,0,6,9,Beasiswa Aperti BUMN,0.1222695589,13457
3.33,2,1,4,1,0,0,3,10,Beasiswa Aperti BUMN,0.1307834635,13244
3.48,1,2,3,3,0,0,3,7,Beasiswa Aperti BUMN,0.152512827,12415
3.54,2,2,0,1,0,0,4,2,Beasiswa Aperti BUMN,0.1391064249,12979
3.6,1,1,0,2,0,0,7,3,Beasiswa Aperti BUMN,0.154609914,12308
3.58,2,0,2,2,0,0,7,9,Beasiswa Aperti BUMN,0.1618902334,11950
3.48,2,2,1,2,0,0,8,17,Beasiswa Aperti BUMN,0.170539013,11484
3.61,2,0,0,1,0,0,3,17,Beasiswa Aperti BUMN,0.1696790933,11542
3.19,2,0,4,0,0,0,2,8,Beasiswa Aperti BUMN,0.1044907664,13796
3.41,2,1,0,0,0,0,4,16,Beasiswa Aperti BUMN,0.1425147469,12845
3.92,0,0,4,3,0,0,6,10,Beasiswa Aperti BUMN,0.2156273464,8523
3.5,2,2,1,1,0,0,0,17,Beasiswa Aperti BUMN,0.1589483521,12109
3.88,0,1,4,2,0,0,0,1,Beasiswa Aperti BUMN,0.193555632,10002
3.26,2,0,1,4,0,0,1,3,Beasiswa Aperti BUMN,0.1169966133,13582
3.06,2,0,0,4,0,0,4,1,Beasiswa Aperti BUMN,0.09656633713,13886
3.4,2,0,3,0,0,0,9,6,Beasiswa Aperti BUMN,0.1357348197,13093
3.34,2,0,1,1,0,0,8,7,Beasiswa Aperti BUMN,0.1219926787,13466
3.28,2,2,0,0,0,0,3,9,Beasiswa Aperti BUMN,0.1080153627,13754
3.07,2,2,1,4,0,0,3,5,Beasiswa Aperti BUMN,0.1066556494,13768
3.01,0,1,0,3,0,0,2,11,Beasiswa Aperti BUMN,0.09659108898,13885
3.3,0,0,4,0,0,0,4,11,Beasiswa Aperti BUMN,0.1268165712,13338
3.54,1,1,5,3,0,0,5,4,Beasiswa Aperti BUMN,0.1666026589,11701
3.44,1,0,0,2,0,0,8,4,Beasiswa Aperti BUMN,0.1344381854,13135
3.59,0,1,4,1,0,0,4,15,Beasiswa Aperti BUMN,0.1748333052,11212
3.08,1,2,3,1,0,0,8,16,Beasiswa Aperti BUMN,0.1310389301,13238
3.7,2,0,0,0,0,0,5,8,Beasiswa Aperti BUMN,0.1639630851,11829
3.02,1,1,3,0,0,0,2,18,Beasiswa Aperti BUMN,0.1178432636,13558
3.86,1,1,0,2,0,0,2,6,Beasiswa Aperti BUMN,0.1867095384,10473
3.43,2,0,0,0,0,0,2,19,Beasiswa Aperti BUMN,0.1508606655,12486
3.32,0,2,0,0,0,0,5,13,Beasiswa Aperti BUMN,0.1266121313,13345
3.35,1,2,5,1,0,0,4,5,Beasiswa Aperti BUMN,0.1352594145,13110
3.94,1,2,3,1,0,0,6,12,Beasiswa Aperti BUMN,0.2132750979,8670
3.54,1,0,2,2,0,0,1,14,Beasiswa Aperti BUMN,0.1589627999,12108
3.81,2,2,3,4,0,0,0,18,Beasiswa Aperti BUMN,0.217247152,8434
3.61,2,2,5,3,0,0,0,17,Beasiswa Aperti BUMN,0.1948017478,9924
3.49,2,1,4,0,0,0,6,10,Beasiswa Aperti BUMN,0.1531267824,12382
3.66,2,0,5,1,0,0,4,5,Beasiswa Aperti BUMN,0.1712315193,11437
3.47,0,0,3,0,0,0,2,14,Beasiswa Aperti BUMN,0.1478784807,12607
3.4,1,0,0,1,0,0,6,1,Beasiswa Aperti BUMN,0.1169507679,13583
3.1,1,1,3,2,0,0,1,4,Beasiswa Aperti BUMN,0.08750543056,13949
3.92,1,2,4,3,0,0,3,0,Beasiswa Aperti BUMN,0.2065754504,9083
3.7,1,0,5,4,0,0,2,7,Beasiswa Aperti BUMN,0.1914318088,10170
3.86,1,2,4,1,0,0,6,17,Beasiswa Aperti BUMN,0.2158136461,8511
3.04,0,1,2,4,0,0,2,1,Beasiswa Aperti BUMN,0.09780145223,13870
3.31,0,1,3,1,0,0,7,13,Beasiswa Aperti BUMN,0.1371488353,13042
3.86,2,1,2,1,0,0,0,6,Beasiswa Aperti BUMN,0.1856971908,10545
3.86,0,0,0,1,0,0,5,16,Beasiswa Aperti BUMN,0.2001144297,9534
3.82,2,0,0,1,0,0,6,19,Beasiswa Aperti BUMN,0.2033124832,9302
3.9,1,1,3,4,0,0,5,16,Beasiswa Aperti BUMN,0.2253603172,7984
3.46,2,1,4,2,0,0,2,4,Beasiswa Aperti BUMN,0.1414313986,12887
3.85,0,0,2,0,0,0,0,8,Beasiswa Aperti BUMN,0.1830746928,10702
3.28,0,1,0,1,0,0,8,3,Beasiswa Aperti BUMN,0.1078156067,13756
3.18,1,2,0,2,0,0,2,16,Beasiswa Aperti BUMN,0.1241987085,13419
3.98,0,0,2,3,0,0,8,9,Beasiswa Aperti BUMN,0.218612021,8347
3.17,2,2,3,4,0,0,6,12,Beasiswa Aperti BUMN,0.1427149308,12836
3.71,0,1,2,1,0,0,5,17,Beasiswa Aperti BUMN,0.1883631506,10373
3.53,1,2,5,4,0,0,4,11,Beasiswa Aperti BUMN,0.1832267782,10697
3.24,0,2,0,2,0,0,7,7,Beasiswa Aperti BUMN,0.1141802318,13640
3.63,1,0,4,0,0,0,9,10,Beasiswa Aperti BUMN,0.1750115495,11202
3.86,1,1,2,3,0,0,5,11,Beasiswa Aperti BUMN,0.2039290661,9259
3.69,0,2,2,0,0,0,1,14,Beasiswa Aperti BUMN,0.1755275456,11163
3.27,1,0,5,0,0,0,8,1,Beasiswa Aperti BUMN,0.1243711677,13413
3.95,0,1,2,2,0,0,7,11,Beasiswa Aperti BUMN,0.2129952304,8688
3.41,2,2,5,1,0,0,7,3,Beasiswa Aperti BUMN,0.1462145878,12688
3.85,1,0,3,3,0,0,2,14,Beasiswa Aperti BUMN,0.2062468246,9104
3.81,2,1,2,3,0,0,1,13,Beasiswa Aperti BUMN,0.1976363856,9708
3.16,1,1,5,3,0,0,5,16,Beasiswa Aperti BUMN,0.1508964223,12483
3.14,0,0,4,0,0,0,2,13,Beasiswa Aperti BUMN,0.1128013691,13668
3.2,2,0,2,0,0,0,7,2,Beasiswa Aperti BUMN,0.09415881932,13905
3.26,0,2,0,1,0,0,5,16,Beasiswa Aperti BUMN,0.1314566647,13225
3.6,2,0,2,2,0,0,6,15,Beasiswa Aperti BUMN,0.174662389,11221
3.28,2,1,1,0,0,0,0,3,Beasiswa Aperti BUMN,0.09237639179,13919
3.26,1,1,2,1,0,0,8,0,Beasiswa Aperti BUMN,0.1080397736,13752
3.24,0,0,2,4,0,0,0,12,Beasiswa Aperti BUMN,0.1331591148,13181
3.03,1,2,3,1,0,0,1,10,Beasiswa Aperti BUMN,0.0928073689,13915
3.92,1,0,5,3,0,0,4,6,Beasiswa Aperti BUMN,0.2126724804,8709
3.93,0,1,1,0,0,0,3,7,Beasiswa Aperti BUMN,0.1935530547,10003
3.3,1,0,5,2,0,0,8,18,Beasiswa Aperti BUMN,0.1668019477,11691
3.69,0,0,2,2,0,0,1,2,Beasiswa Aperti BUMN,0.1613592779,11974
3.98,2,1,5,3,0,0,5,13,Beasiswa Aperti BUMN,0.2311580766,7673
3.12,2,1,5,0,0,0,4,11,Beasiswa Aperti BUMN,0.1175500413,13567
3.92,0,1,0,2,0,0,4,7,Beasiswa Aperti BUMN,0.1972426383,9744
3.37,0,2,5,1,0,0,9,2,Beasiswa Aperti BUMN,0.1451106327,12731
3.36,1,0,2,4,0,0,4,1,Beasiswa Aperti BUMN,0.1334860613,13171
3.5,0,2,4,0,0,0,5,2,Beasiswa Aperti BUMN,0.144559548,12755
3.71,2,0,1,0,0,0,9,19,Beasiswa Aperti BUMN,0.1944665373,9948
3.72,1,0,3,4,0,0,0,12,Beasiswa Aperti BUMN,0.1918480111,10139
3.36,0,2,0,0,0,0,3,0,Beasiswa Aperti BUMN,0.1072226229,13760
3.55,1,1,3,2,0,0,6,17,Beasiswa Aperti BUMN,0.1777081734,11049
3.82,1,0,5,0,0,0,7,14,Beasiswa Aperti BUMN,0.2055310889,9149
3.87,1,1,5,3,0,0,1,7,Beasiswa Aperti BUMN,0.2064203499,9093
3.95,2,0,5,4,0,0,8,6,Beasiswa Aperti BUMN,0.2268721878,7900
3.52,1,1,3,1,0,0,0,4,Beasiswa Aperti BUMN,0.1390314354,12983
3.2,0,0,0,4,0,0,6,2,Beasiswa Aperti BUMN,0.114878718,13624
3.96,2,2,3,3,0,0,9,5,Beasiswa Aperti BUMN,0.2195645977,8291
3.87,1,0,3,0,0,0,0,10,Beasiswa Aperti BUMN,0.1912097834,10186
3.61,2,2,1,4,0,0,6,12,Beasiswa Aperti BUMN,0.1830125941,10707
3.58,0,0,0,2,0,0,1,18,Beasiswa Aperti BUMN,0.1703583369,11494
3.15,0,2,3,1,0,0,3,4,Beasiswa Aperti BUMN,0.09326765226,13912
3,1,2,5,1,0,0,3,7,Beasiswa Aperti BUMN,0.1023389844,13824
3.47,1,1,4,0,0,0,0,5,Beasiswa Aperti BUMN,0.1359182435,13090
3.03,0,0,5,1,0,0,2,18,Beasiswa Aperti BUMN,0.1323350682,13202
3.04,1,2,1,3,0,0,7,15,Beasiswa Aperti BUMN,0.1273721465,13332
3.4,2,0,0,4,0,0,7,18,Beasiswa Aperti BUMN,0.1708759865,11461
3.06,1,2,3,4,0,0,1,13,Beasiswa Aperti BUMN,0.130040778,13264
3.53,0,2,1,2,0,0,5,11,Beasiswa Aperti BUMN,0.1563804858,12226
3.42,2,2,5,4,0,0,8,1,Beasiswa Aperti BUMN,0.1661941113,11722
3.18,2,0,2,4,0,0,3,10,Beasiswa Aperti BUMN,0.1250366795,13397
3.03,0,0,2,3,0,0,0,4,Beasiswa Aperti BUMN,0.08252940465,13967
3.15,0,1,2,2,0,0,3,1,Beasiswa Aperti BUMN,0.08655361826,13952
3.04,1,0,1,1,0,0,7,18,Beasiswa Aperti BUMN,0.1216061443,13472
3.34,1,1,1,0,0,0,5,1,Beasiswa Aperti BUMN,0.1061269205,13774
3.07,1,1,3,0,0,0,6,3,Beasiswa Aperti BUMN,0.08317420905,13964
3.61,1,0,1,4,0,0,3,13,Beasiswa Aperti BUMN,0.1774281566,11069
3.21,2,2,4,0,0,0,2,10,Beasiswa Aperti BUMN,0.1164565286,13593
3.05,2,0,3,0,0,0,4,6,Beasiswa Aperti BUMN,0.07918578332,13978
3.99,0,2,2,2,0,0,2,12,Beasiswa Aperti BUMN,0.215886927,8507
4,0,0,0,2,0,0,8,1,Beasiswa Aperti BUMN,0.2067077085,9071
3.64,0,0,0,1,0,0,3,0,Beasiswa Aperti BUMN,0.1475560531,12626
3.04,1,0,1,3,0,0,2,14,Beasiswa Aperti BUMN,0.1096944442,13728
3.72,2,1,2,2,0,0,0,3,Beasiswa Aperti BUMN,0.1673641599,11659
3.89,2,1,0,0,0,0,8,19,Beasiswa Aperti BUMN,0.2132855102,8669
3.84,0,2,3,0,0,0,2,15,Beasiswa Aperti BUMN,0.1997236442,9560
3.03,2,1,3,2,0,0,8,8,Beasiswa Aperti BUMN,0.1054298494,13784
3.47,1,2,5,1,0,0,3,7,Beasiswa Aperti BUMN,0.1514969623,12457
3.69,1,1,2,3,0,0,9,1,Beasiswa Aperti BUMN,0.1781883602,11025
3.87,1,1,4,2,0,0,0,5,Beasiswa Aperti BUMN,0.1952944968,9890
3.89,2,2,2,4,0,0,2,19,Beasiswa Aperti BUMN,0.2268213729,7903
3.33,2,2,3,1,0,0,6,19,Beasiswa Aperti BUMN,0.1585442417,12127
3.95,0,2,2,1,0,0,1,7,Beasiswa Aperti BUMN,0.2005732289,9503
3.02,1,2,3,2,0,0,0,12,Beasiswa Aperti BUMN,0.1044655307,13797
3.96,0,1,5,4,0,0,5,5,Beasiswa Aperti BUMN,0.2238627785,8064
3.25,2,0,5,3,0,0,7,6,Beasiswa Aperti BUMN,0.1388944885,12987
3.6,1,2,5,2,0,0,5,13,Beasiswa Aperti BUMN,0.1840788828,10640
3.59,1,2,5,4,0,0,6,18,Beasiswa Aperti BUMN,0.2068547843,9060
3.75,0,0,3,2,0,0,7,17,Beasiswa Aperti BUMN,0.2011391084,9455
3.64,0,1,4,0,0,0,1,19,Beasiswa Aperti BUMN,0.1856477629,10547
3.6,1,2,3,0,0,0,9,7,Beasiswa Aperti BUMN,0.1662011588,11720
3.64,1,1,2,2,0,0,0,18,Beasiswa Aperti BUMN,0.1818421079,10785
3.18,0,1,1,4,0,0,1,8,Beasiswa Aperti BUMN,0.1164757811,13590
3.34,0,0,0,3,0,0,8,8,Beasiswa Aperti BUMN,0.1338885791,13158
3.31,1,1,4,2,0,0,5,12,Beasiswa Aperti BUMN,0.1405254654,12926
3.68,0,0,5,4,0,0,5,15,Beasiswa Aperti BUMN,0.2048815262,9178
3.15,2,0,3,4,0,0,8,0,Beasiswa Aperti BUMN,0.1236861757,13429
3.18,1,1,2,1,0,0,1,8,Beasiswa Aperti BUMN,0.09310834389,13913
3.07,0,0,4,2,0,0,7,12,Beasiswa Aperti BUMN,0.1207733599,13496
3.7,1,0,1,1,0,0,4,15,Beasiswa Aperti BUMN,0.1783396019,11012
3.59,0,2,4,0,0,0,1,19,Beasiswa Aperti BUMN,0.1821216215,10756
3.44,1,0,4,3,0,0,3,18,Beasiswa Aperti BUMN,0.1727731753,11348
3.65,2,0,5,0,0,0,9,5,Beasiswa Aperti BUMN,0.1760013231,11140
3.87,1,1,5,0,0,0,1,16,Beasiswa Aperti BUMN,0.2100387525,8865
3.17,2,1,4,0,0,0,5,13,Beasiswa Aperti BUMN,0.1220430706,13463
3.87,1,2,3,2,0,0,7,4,Beasiswa Aperti BUMN,0.1997303058,9558
3.63,1,0,1,3,0,0,7,0,Beasiswa Aperti BUMN,0.1626772084,11911
3.43,0,2,2,3,0,0,5,16,Beasiswa Aperti BUMN,0.1644905509,11811
3.27,2,1,0,1,0,0,6,15,Beasiswa Aperti BUMN,0.1287377703,13298
3.85,0,0,5,2,0,0,5,13,Beasiswa Aperti BUMN,0.2100498993,8863
3.59,2,1,1,2,0,0,3,10,Beasiswa Aperti BUMN,0.1579421377,12165
3.49,2,2,3,1,0,0,0,6,Beasiswa Aperti BUMN,0.140061919,12951
3.11,2,1,1,3,0,0,7,8,Beasiswa Aperti BUMN,0.1092773684,13737
3.99,0,2,4,4,0,0,9,13,Beasiswa Aperti BUMN,0.2406706833,7229
3.49,1,0,2,1,0,0,8,4,Beasiswa Aperti BUMN,0.1407850177,12914
3.98,1,0,1,3,0,0,9,12,Beasiswa Aperti BUMN,0.2224984245,8135
3.18,1,0,5,4,0,0,6,17,Beasiswa Aperti BUMN,0.1639761075,11828
3.12,0,1,0,4,0,0,5,19,Beasiswa Aperti BUMN,0.1474076592,12632
3.29,1,2,4,1,0,0,4,1,Beasiswa Aperti BUMN,0.1170581425,13581
3.14,0,0,0,4,0,0,0,6,Beasiswa Aperti BUMN,0.1052036294,13786
3.1,2,2,2,1,0,0,1,12,Beasiswa Aperti BUMN,0.1007273305,13840
3.16,1,1,1,2,0,0,6,4,Beasiswa Aperti BUMN,0.09436362666,13904
3.02,2,2,5,0,0,0,9,16,Beasiswa Aperti BUMN,0.1405984105,12921
3.96,0,0,1,0,0,0,0,17,Beasiswa Aperti BUMN,0.2094131676,8892
3.55,0,1,0,4,0,0,9,18,Beasiswa Aperti BUMN,0.1908428302,10208
3.02,2,0,3,2,0,0,3,16,Beasiswa Aperti BUMN,0.1172563581,13573
3.9,1,0,4,4,0,0,8,3,Beasiswa Aperti BUMN,0.2144807762,8590
3.71,1,2,5,1,0,0,1,2,Beasiswa Aperti BUMN,0.1757770345,11150
3.1,0,1,5,4,0,0,7,16,Beasiswa Aperti BUMN,0.1588131131,12114
3.84,1,2,5,3,0,0,0,0,Beasiswa Aperti BUMN,0.1987817465,9639
3.01,2,0,1,2,0,0,0,1,Beasiswa Aperti BUMN,0.05936983856,14012
3.78,2,1,2,1,0,0,2,4,Beasiswa Aperti BUMN,0.1740102858,11262
3.51,2,2,2,4,0,0,9,4,Beasiswa Aperti BUMN,0.167684516,11646
3.81,0,1,0,0,0,0,0,15,Beasiswa Aperti BUMN,0.1870090389,10461
3.18,2,2,1,3,0,0,0,1,Beasiswa Aperti BUMN,0.09869772415,13858
3.99,0,0,1,0,0,0,1,8,Beasiswa Aperti BUMN,0.1999999527,9544
3.35,1,0,1,2,0,0,3,10,Beasiswa Aperti BUMN,0.123727928,13427
3.31,1,1,3,4,0,0,1,3,Beasiswa Aperti BUMN,0.1310912163,13236
3.95,1,0,5,4,0,0,6,8,Beasiswa Aperti BUMN,0.2259871014,7946
3.94,2,1,4,3,0,0,0,2,Beasiswa Aperti BUMN,0.2065343664,9085
3.71,1,0,1,4,0,0,4,14,Beasiswa Aperti BUMN,0.192436683,10087
3.72,2,2,1,3,0,0,3,19,Beasiswa Aperti BUMN,0.2008694203,9479
3.66,2,0,1,4,0,0,2,16,Beasiswa Aperti BUMN,0.1890976596,10320
3.24,2,1,5,2,0,0,3,12,Beasiswa Aperti BUMN,0.1372200913,13038
3.59,0,0,5,4,0,0,6,16,Beasiswa Aperti BUMN,0.1987034159,9646
3.1,0,2,1,4,0,0,8,4,Beasiswa Aperti BUMN,0.1188714724,13535
3.94,1,2,0,4,0,0,9,15,Beasiswa Aperti BUMN,0.2296091273,7755
3.49,0,1,0,3,0,0,8,11,Beasiswa Aperti BUMN,0.1590672934,12099
3.17,1,1,4,0,0,0,5,8,Beasiswa Aperti BUMN,0.1081932942,13749
3.39,0,0,0,2,0,0,7,9,Beasiswa Aperti BUMN,0.1326438915,13194
3.17,1,0,2,0,0,0,9,19,Beasiswa Aperti BUMN,0.1408410416,12910
3.29,0,0,4,0,0,0,0,7,Beasiswa Aperti BUMN,0.113091235,13663
3.91,0,1,3,3,0,0,7,2,Beasiswa Aperti BUMN,0.2056875101,9138
3.94,2,1,2,2,0,0,6,12,Beasiswa Aperti BUMN,0.2123460281,8724
3.59,1,1,1,2,0,0,9,17,Beasiswa Aperti BUMN,0.1825318424,10734
3.31,2,2,0,3,0,0,2,13,Beasiswa Aperti BUMN,0.1358432183,13091
3.03,0,1,2,4,0,0,6,13,Beasiswa Aperti BUMN,0.1276671933,13323
3.97,0,0,5,2,0,0,5,0,Beasiswa Aperti BUMN,0.2109977347,8808
3.62,0,2,0,3,0,0,7,9,Beasiswa Aperti BUMN,0.172092474,11395
